image,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685512_10_3_695+48TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",5,328,112,426,0,0.7250296473503113,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685512_10_3_695+48TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",103,235,503,624,0,0.7536739706993103,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561686985_10_3_1837+OAK+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg",231,141,587,457,0,0.9557238221168518,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561686985_10_3_1837+OAK+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg",0,177,120,443,0,0.9752885103225708,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685912_10_3_2625+HARRISON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",38,111,234,449,0,0.9468659162521362,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685912_10_3_2625+HARRISON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",232,94,451,465,0,0.9976968765258789,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561686893_10_3_86+PARKER+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg",553,57,640,472,0,0.9652751684188843,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561686893_10_3_86+PARKER+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg",0,108,162,430,0,0.99737149477005,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561686893_10_3_86+PARKER+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg",143,113,450,456,0,0.9995208382606506,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685282_10_3_2966+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",45,118,157,441,0,0.9646876454353333,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685282_10_3_2966+CLAY+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",165,27,423,469,0,0.9983495473861694,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685864_10_3_759+CAPP+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",169,97,374,466,0,0.9798182249069214,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685864_10_3_759+CAPP+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",412,108,588,436,0,0.9923648238182068,640,640
"/home/ubuntu/logohunter/data/houses_SF/view_vulnerable_1561685864_10_3_759+CAPP+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg",0,87,164,455,0,0.9945153594017029,640,640
